embutidos;tipo;largura;altura;tamanho;nao_vazias;preenchidas;buracos;impossiveis;%possiveis;%interior;%borda
275;Boustrophedon ;56;44;2464;1194;1100;69;25;94.1;98.66;64.16
272;Varredura ;44;57;2508;1216;1088;101;27;91.51;97.5;59.53
322;Boustrophedon ;55;47;2585;1449;1288;130;31;90.83;96.11;60.27
286;Boustrophedon ;48;54;2592;1254;1144;79;31;93.54;98.92;58.58
369;Espiral Crescente ;63;51;3213;1642;1476;137;29;91.51;98.46;57.06
271;Varredura ;44;49;2156;1188;1084;82;22;92.97;98.24;60.99
268;Boustrophedon ;43;55;2365;1170;1072;81;17;92.97;98.24;60.49
318;Boustrophedon ;58;48;2784;1386;1272;94;20;93.12;98.3;64.68
347;Varredura ;50;55;2750;1521;1388;105;28;92.97;97.71;59.53
373;Boustrophedon ;56;60;3360;1635;1492;114;29;92.9;99.05;51.85
399;Boustrophedon ;57;56;3192;1722;1596;98;28;94.21;97.78;66.43
583;Boustrophedon ;63;57;3591;2428;2332;73;23;96.96;99.53;69.72
188;Boustrophedon ;40;43;1720;845;752;68;25;91.71;97.28;59.24
330;Boustrophedon ;58;56;3248;1442;1320;98;24;93.09;97.93;65.61
270;Varredura ;51;53;2703;1204;1080;90;34;92.31;98.0;58.33
382;Boustrophedon ;59;59;3481;1644;1528;97;19;94.03;98.26;65.54
242;Varredura ;41;57;2337;1070;968;73;29;92.99;98.11;61.26
274;Espiral Crescente ;43;62;2666;1208;1096;84;28;92.88;98.25;59.92
300;Boustrophedon ;50;53;2650;1333;1200;96;37;92.59;97.98;54.88
269;Boustrophedon ;52;43;2236;1179;1076;73;30;93.65;98.11;62.22
198;Boustrophedon ;46;47;2162;924;792;95;37;89.29;96.96;58.05
328;Varredura ;54;52;2808;1441;1312;92;37;93.45;98.2;61.01
219;Varredura ;45;45;2025;970;876;73;21;92.31;98.06;59.9
377;Boustrophedon ;63;51;3213;1674;1508;112;54;93.09;97.82;60.06
282;Espiral Decrescente ;62;43;2666;1262;1128;103;31;91.63;96.79;65.2
222;Varredura ;43;50;2150;996;888;81;27;91.64;97.55;59.55
240;Boustrophedon ;50;48;2400;1079;960;99;20;90.65;95.47;66.39
278;Varredura ;53;47;2491;1237;1112;99;26;91.82;96.26;64.66
327;Varredura ;53;53;2809;1431;1308;96;27;93.16;98.02;62.96
210;Varredura ;49;41;2009;956;840;92;24;90.13;97.57;54.21
345;Boustrophedon ;57;49;2793;1498;1380;105;13;92.93;97.42;66.8
366;Espiral Crescente ;54;62;3348;1629;1464;135;30;91.56;97.73;56.03
275;Varredura ;50;54;2700;1209;1100;71;38;93.94;98.62;64.44
298;Varredura ;63;55;3465;1352;1192;139;21;89.56;96.48;59.27
335;Boustrophedon ;57;54;3078;1474;1340;104;30;92.8;98.23;60.9
262;Espiral Crescente ;48;53;2544;1174;1048;98;28;91.45;98.07;55.37
313;Espiral Crescente ;63;53;3339;1398;1252;125;21;90.92;98.17;59.09
271;Boustrophedon ;43;47;2021;1182;1084;74;24;93.61;98.64;62.72
215;Boustrophedon ;43;52;2236;969;860;85;24;91.01;98.5;58.82
312;Espiral Decrescente ;59;55;3245;1423;1248;144;31;89.66;95.58;62.31
436;Espiral Crescente ;59;56;3304;1896;1744;118;34;93.66;98.26;56.34
315;Varredura ;53;55;2915;1409;1260;102;47;92.51;97.06;59.72
349;Varredura ;51;51;2601;1514;1396;92;26;93.82;98.13;59.48
273;Boustrophedon ;62;43;2666;1223;1092;99;32;91.69;97.66;61.21
214;Varredura ;49;46;2254;937;856;59;22;93.55;98.66;63.02
244;Varredura ;52;41;2132;1081;976;79;26;92.51;97.13;62.09
494;Varredura ;63;62;3906;2130;1976;123;31;94.14;98.77;61.63
274;Espiral Crescente ;63;38;2394;1193;1096;79;18;93.28;99.17;61.14
169;Boustrophedon ;50;33;1650;762;676;69;17;90.74;97.57;61.08
315;Boustrophedon ;48;54;2592;1356;1260;74;22;94.45;98.59;63.96
308;Boustrophedon ;61;46;2806;1376;1232;112;32;91.67;98.37;54.01
265;Boustrophedon ;61;45;2745;1179;1060;91;28;92.09;98.56;61.45
309;Boustrophedon ;48;59;2832;1370;1236;104;30;92.24;98.78;59.8
395;Boustrophedon ;58;63;3654;1737;1580;126;31;92.61;98.64;59.65
351;Espiral Crescente ;58;61;3538;1559;1404;119;36;92.19;98.08;57.88
343;Boustrophedon ;55;53;2915;1490;1372;93;25;93.65;97.47;62.11
297;Boustrophedon ;58;48;2784;1296;1188;84;24;93.4;97.65;63.91
318;Varredura ;56;49;2744;1435;1272;134;29;90.47;96.59;61.06
264;Espiral Crescente ;37;56;2072;1164;1056;93;15;91.91;98.94;55.66
238;Varredura ;46;56;2576;1068;952;84;32;91.89;97.98;56.0
408;Boustrophedon ;55;60;3300;1815;1632;143;40;91.94;97.88;56.94
396;Varredura ;59;49;2891;1710;1584;91;35;94.57;98.54;61.11
321;Varredura ;51;53;2703;1411;1284;102;25;92.64;96.2;67.06
420;Boustrophedon ;63;52;3276;1847;1680;130;37;92.82;97.31;60.75
371;Varredura ;62;48;2976;1608;1484;87;37;94.46;98.64;62.81
368;Varredura ;54;57;3078;1595;1472;100;23;93.64;98.53;56.54
302;Boustrophedon ;58;50;2900;1344;1208;100;36;92.35;97.48;60.22
472;Varredura ;54;60;3240;1999;1888;88;23;95.55;99.59;62.18
264;Varredura ;43;50;2150;1145;1056;73;16;93.53;98.08;65.7
381;Espiral Crescente ;57;60;3420;1699;1524;124;51;92.48;98.31;54.76
244;Varredura ;57;49;2793;1086;976;79;31;92.51;98.69;60.24
306;Boustrophedon ;55;56;3080;1400;1224;136;40;90.0;96.55;63.38
342;Boustrophedon ;57;54;3078;1513;1368;115;30;92.25;98.06;56.0
288;Varredura ;54;59;3186;1302;1152;118;32;90.71;96.81;60.54
311;Varredura ;62;53;3286;1373;1244;103;26;92.35;97.95;64.09
193;Boustrophedon ;42;45;1890;864;772;67;25;92.01;97.75;61.11
310;Varredura ;61;52;3172;1375;1240;93;42;93.02;98.11;56.32
355;Boustrophedon ;60;54;3240;1569;1420;118;31;92.33;97.8;59.4
149;Varredura ;46;28;1288;669;596;56;17;91.41;97.78;64.16
258;Varredura ;42;49;2058;1140;1032;83;25;92.56;96.42;61.05
378;Espiral Crescente ;62;59;3658;1677;1512;135;30;91.8;97.78;58.59
232;Varredura ;51;46;2346;1021;928;73;20;92.71;98.54;59.7
203;Varredura ;43;45;1935;896;812;68;16;92.27;97.95;58.43
227;Varredura ;42;58;2436;1014;908;82;24;91.72;96.6;67.87
348;Varredura ;48;59;2832;1494;1392;84;18;94.31;98.35;63.84
224;Varredura ;53;37;1961;1009;896;76;37;92.18;97.87;54.72
377;Boustrophedon ;60;51;3060;1629;1508;98;23;93.9;98.32;62.31
241;Varredura ;46;54;2484;1069;964;81;24;92.25;98.42;62.6
390;Espiral Crescente ;56;57;3192;1731;1560;140;31;91.76;98.28;56.25
355;Boustrophedon ;48;61;2928;1566;1420;109;37;92.87;98.59;55.86
414;Varredura ;49;54;2646;1747;1656;73;18;95.78;99.27;66.24
467;Espiral Crescente ;59;57;3363;2017;1868;105;44;94.68;98.6;58.75
287;Espiral Decrescente ;50;53;2650;1285;1148;115;22;90.89;94.32;68.42
488;Varredura ;63;53;3339;2092;1952;110;30;94.67;98.72;60.74
246;Espiral Crescente ;45;45;2025;1100;984;96;20;91.11;97.97;54.42
304;Varredura ;50;56;2800;1326;1216;84;26;93.54;98.43;61.73
261;Varredura ;45;47;2115;1164;1044;100;20;91.26;97.61;59.84
317;Espiral Crescente ;52;52;2704;1406;1268;116;22;91.62;97.83;55.16
213;Varredura ;53;37;1961;949;852;76;21;91.81;97.21;61.42
296;Boustrophedon ;56;45;2520;1311;1184;90;37;92.94;98.82;61.41
214;Varredura ;55;39;2145;968;856;97;15;89.82;96.82;63.67
275;Espiral Crescente ;51;45;2295;1210;1100;89;21;92.51;98.48;57.4
378;Boustrophedon ;59;47;2773;1634;1512;91;31;94.32;97.89;63.81
266;Boustrophedon ;52;50;2600;1197;1064;107;26;90.86;95.16;67.04
286;Boustrophedon ;49;55;2695;1247;1144;78;25;93.62;98.72;61.21
328;Espiral Crescente ;63;53;3339;1481;1312;134;35;90.73;97.91;56.19
314;Boustrophedon ;61;53;3233;1393;1256;107;30;92.15;98.13;63.89
255;Varredura ;62;47;2914;1184;1020;112;52;90.11;96.79;56.55
319;Boustrophedon ;58;46;2668;1397;1276;93;28;93.21;98.7;56.73
327;Boustrophedon ;62;44;2728;1435;1308;100;27;92.9;98.88;57.93
304;Varredura ;49;55;2695;1340;1216;92;32;92.97;97.08;66.55
323;Varredura ;56;54;3024;1428;1292;101;35;92.75;98.24;60.41
402;Espiral Crescente ;53;56;2968;1777;1608;134;35;92.31;98.14;56.71
342;Boustrophedon ;50;63;3150;1517;1368;115;34;92.25;96.77;60.79
209;Boustrophedon ;43;38;1634;937;836;70;31;92.27;97.14;60.4
222;Boustrophedon ;43;45;1935;967;888;65;14;93.18;98.12;62.13
367;Boustrophedon ;60;61;3660;1640;1468;131;41;91.81;97.5;61.0
280;Varredura ;52;52;2704;1257;1120;106;31;91.35;97.81;60.81
444;Boustrophedon ;55;58;3190;1889;1776;89;24;95.23;98.94;66.55
317;Boustrophedon ;53;49;2597;1420;1268;117;35;91.55;96.39;60.78
421;Varredura ;51;56;2856;1767;1684;61;22;96.5;99.29;68.28
256;Boustrophedon ;47;45;2115;1143;1024;93;26;91.67;96.86;63.75
331;Boustrophedon ;50;56;2800;1461;1324;108;29;92.46;98.41;55.64
410;Varredura ;59;60;3540;1803;1640;116;47;93.39;98.96;58.77
283;Espiral Crescente ;46;50;2300;1252;1132;99;21;91.96;97.7;61.66
413;Boustrophedon ;62;49;3038;1772;1652;94;26;94.62;98.28;64.39
438;Varredura ;58;60;3480;1951;1752;164;35;91.44;96.5;59.26
321;Boustrophedon ;48;52;2496;1423;1284;111;28;92.04;98.31;59.6
451;Boustrophedon ;52;63;3276;1922;1804;91;27;95.2;98.11;69.15
222;Boustrophedon ;36;52;1872;968;888;57;23;93.97;97.88;62.05
242;Varredura ;45;42;1890;1064;968;78;18;92.54;97.88;63.38
297;Boustrophedon ;51;59;3009;1326;1188;104;34;91.95;98.04;61.18
276;Varredura ;46;50;2300;1219;1104;85;30;92.85;97.69;58.56
330;Boustrophedon ;56;63;3528;1477;1320;118;39;91.79;97.08;60.45
327;Varredura ;46;54;2484;1425;1308;84;33;93.97;98.33;57.08
352;Boustrophedon ;63;47;2961;1542;1408;104;30;93.12;97.89;58.85
441;Boustrophedon ;55;53;2915;1904;1764;107;33;94.28;97.73;62.55
234;Varredura ;51;49;2499;1062;936;101;25;90.26;96.91;59.92
321;Varredura ;57;48;2736;1433;1284;114;35;91.85;98.15;56.9
306;Boustrophedon ;54;41;2214;1316;1224;71;21;94.52;98.89;66.1
335;Boustrophedon ;56;59;3304;1493;1340;115;38;92.1;97.19;58.25
329;Varredura ;59;51;3009;1447;1316;97;34;93.14;98.24;63.96
399;Boustrophedon ;61;53;3233;1740;1596;114;30;93.33;97.91;62.62
213;Boustrophedon ;45;36;1620;940;852;68;20;92.61;97.12;62.5
286;Boustrophedon ;47;48;2256;1264;1144;83;37;93.24;97.56;60.58
322;Varredura ;51;61;3111;1412;1288;100;24;92.8;97.99;61.89
268;Boustrophedon ;49;54;2646;1169;1072;78;19;93.22;97.47;66.67
286;Boustrophedon ;43;51;2193;1274;1144;101;29;91.89;96.64;59.23
324;Varredura ;48;52;2496;1410;1296;98;16;92.97;96.42;66.19
291;Varredura ;46;52;2392;1284;1164;93;27;92.6;98.35;59.45
285;Varredura ;46;44;2024;1243;1140;87;16;92.91;97.7;60.5
343;Varredura ;50;57;2850;1507;1372;106;29;92.83;96.93;64.21
389;Boustrophedon ;63;47;2961;1668;1556;94;18;94.3;97.73;68.75
320;Varredura ;49;54;2646;1405;1280;93;32;93.23;98.01;58.87
433;Boustrophedon ;58;52;3016;1887;1732;115;40;93.77;97.75;63.53
272;Boustrophedon ;48;48;2304;1194;1088;84;22;92.83;98.1;55.38
215;Boustrophedon ;46;43;1978;966;860;76;30;91.88;97.87;58.33
294;Varredura ;41;54;2214;1281;1176;82;23;93.48;98.34;56.28
330;Boustrophedon ;52;49;2548;1446;1320;95;31;93.29;96.91;68.09
377;Boustrophedon ;56;52;2912;1664;1508;125;31;92.35;97.92;59.37
212;Varredura ;53;44;2332;955;848;79;28;91.48;97.95;58.93
195;Varredura ;45;44;1980;863;780;70;13;91.76;97.68;61.49
325;Boustrophedon ;54;58;3132;1443;1300;115;28;91.87;97.82;60.27
674;Varredura ;63;63;3969;2826;2696;106;24;96.22;99.44;66.67
261;Boustrophedon ;40;55;2200;1188;1044;113;31;90.23;96.89;55.08
260;Espiral Crescente ;57;39;2223;1136;1040;74;22;93.36;99.23;60.27
250;Boustrophedon ;40;49;1960;1097;1000;75;22;93.02;96.89;64.97
361;Boustrophedon ;58;50;2900;1559;1444;84;31;94.5;98.01;64.68
339;Espiral Decrescente ;54;59;3186;1499;1356;114;29;92.24;96.26;69.35
355;Boustrophedon ;55;56;3080;1546;1420;102;24;93.3;97.14;64.82
372;Espiral Crescente ;57;56;3192;1630;1488;119;23;92.59;98.42;59.26
337;Boustrophedon ;46;58;2668;1480;1348;96;36;93.35;97.79;59.3
216;Varredura ;47;40;1880;958;864;76;18;91.91;97.72;63.51
335;Varredura ;46;58;2668;1457;1340;101;16;92.99;98.48;63.33
274;Espiral Crescente ;44;60;2640;1200;1096;86;18;92.72;98.88;56.74
512;Boustrophedon ;59;58;3422;2151;2048;80;23;96.24;99.37;64.73
303;Varredura ;53;61;3233;1337;1212;99;26;92.45;98.14;59.77
369;Espiral Crescente ;57;59;3363;1620;1476;120;24;92.48;98.25;60.59
228;Boustrophedon ;47;45;2115;1011;912;79;20;92.03;96.09;68.95
218;Boustrophedon ;36;51;1836;956;872;62;22;93.36;98.59;58.52
266;Varredura ;54;50;2700;1189;1064;99;26;91.49;98.54;62.16
386;Boustrophedon ;58;55;3190;1666;1544;96;26;94.15;97.86;64.89
351;Boustrophedon ;51;60;3060;1528;1404;94;30;93.72;99.59;62.1
300;Boustrophedon ;59;50;2950;1326;1200;89;37;93.1;97.74;61.07
330;Varredura ;48;54;2592;1436;1320;86;30;93.88;98.62;63.9
279;Boustrophedon ;44;48;2112;1223;1116;86;21;92.85;96.74;65.09
272;Espiral Crescente ;53;52;2756;1206;1088;89;29;92.44;98.63;59.46
203;Boustrophedon ;51;39;1989;921;812;84;25;90.62;96.97;61.4
412;Boustrophedon ;52;58;3016;1792;1648;113;31;93.58;98.29;55.97
317;Boustrophedon ;48;45;2160;1368;1268;74;26;94.49;98.1;63.03
375;Espiral Crescente ;50;53;2650;1634;1500;113;21;92.99;98.19;57.09
356;Boustrophedon ;53;63;3339;1573;1424;116;33;92.47;97.66;58.82
315;Varredura ;61;40;2440;1368;1260;78;30;94.17;98.06;63.4
376;Boustrophedon ;54;62;3348;1651;1504;111;36;93.13;98.4;62.5
376;Boustrophedon ;53;61;3233;1646;1504;117;25;92.78;97.05;68.31
295;Varredura ;52;53;2756;1319;1180;101;38;92.12;97.08;57.98
299;Boustrophedon ;53;46;2438;1330;1196;103;31;92.07;98.1;59.29
616;Varredura ;63;61;3843;2589;2464;103;22;95.99;99.25;66.25
411;Boustrophedon ;63;49;3087;1769;1644;93;32;94.65;98.08;63.36
314;Boustrophedon ;54;50;2700;1374;1256;84;34;93.73;97.09;64.58
321;Boustrophedon ;62;46;2852;1402;1284;94;24;93.18;96.91;69.03
439;Boustrophedon ;54;61;3294;1887;1756;96;35;94.82;97.88;65.85
298;Varredura ;45;45;2025;1290;1192;79;19;93.78;98.5;62.73
300;Espiral Crescente ;39;55;2145;1310;1200;86;24;93.31;98.52;59.48
319;Varredura ;53;51;2703;1399;1276;104;19;92.46;97.66;60.82
251;Varredura ;49;53;2597;1118;1004;86;28;92.11;97.21;59.73
293;Varredura ;58;59;3422;1352;1172;138;42;89.47;97.41;56.0
300;Varredura ;58;52;3016;1340;1200;109;31;91.67;97.42;55.91
207;Boustrophedon ;46;42;1932;931;828;85;18;90.69;97.79;57.77
258;Boustrophedon ;49;52;2548;1148;1032;88;28;92.14;98.13;58.75
177;Varredura ;43;33;1419;776;708;53;15;93.04;97.95;61.54
410;Varredura ;55;63;3465;1784;1640;115;29;93.45;98.84;60.06
351;Boustrophedon ;59;52;3068;1582;1404;133;45;91.35;96.74;57.59
299;Espiral Decrescente ;51;47;2397;1309;1196;90;23;93.0;96.21;68.14
245;Boustrophedon ;41;43;1763;1086;980;91;15;91.5;97.39;59.71
334;Varredura ;56;58;3248;1458;1336;92;30;93.56;98.43;58.13
285;Boustrophedon ;55;40;2200;1253;1140;99;14;92.01;98.17;56.68
289;Boustrophedon ;50;57;2850;1303;1156;107;40;91.53;97.97;60.19
280;Boustrophedon ;47;46;2162;1211;1120;68;23;94.28;98.72;60.41
299;Boustrophedon ;52;50;2600;1317;1196;85;36;93.36;97.22;61.76
283;Boustrophedon ;54;44;2376;1263;1132;103;28;91.66;97.61;58.85
353;Boustrophedon ;57;49;2793;1560;1412;122;26;92.05;97.14;62.91
336;Boustrophedon ;57;53;3021;1494;1344;121;29;91.74;97.44;62.85
293;Boustrophedon ;62;55;3410;1301;1172;92;37;92.72;97.06;68.25
270;Boustrophedon ;63;42;2646;1232;1080;103;49;91.29;97.42;62.17
371;Varredura ;59;47;2773;1644;1484;123;37;92.35;97.8;53.9
311;Boustrophedon ;50;45;2250;1360;1244;82;34;93.82;97.99;57.34
309;Boustrophedon ;52;47;2444;1367;1236;104;27;92.24;96.75;66.9
326;Varredura ;52;50;2600;1443;1304;110;29;92.22;98.07;61.13
330;Varredura ;48;61;2928;1461;1320;117;24;91.86;96.85;63.64
395;Boustrophedon ;63;57;3591;1709;1580;105;24;93.77;98.25;63.25
311;Varredura ;47;49;2303;1364;1244;87;33;93.46;97.45;59.73
457;Espiral Crescente ;63;59;3717;2006;1828;136;42;93.08;98.1;60.38
312;Varredura ;47;60;2820;1407;1248;118;41;91.36;96.97;60.25
337;Boustrophedon ;54;53;2862;1465;1348;96;21;93.35;97.19;67.45
292;Boustrophedon ;46;50;2300;1266;1168;82;16;93.44;97.63;65.73
415;Boustrophedon ;59;55;3245;1803;1660;119;24;93.31;98.48;58.76
242;Espiral Crescente ;47;46;2162;1071;968;79;24;92.45;97.46;60.49
211;Espiral Crescente ;44;48;2112;952;844;80;28;91.34;98.8;51.71
374;Varredura ;56;58;3248;1656;1496;122;38;92.46;97.84;58.41
384;Boustrophedon ;62;59;3658;1690;1536;112;42;93.2;97.89;60.19
296;Espiral Crescente ;61;49;2989;1303;1184;98;21;92.36;98.15;55.8
301;Espiral Crescente ;53;59;3127;1351;1204;113;34;91.42;97.62;59.2
325;Boustrophedon ;61;48;2928;1431;1300;104;27;92.59;96.92;63.6
485;Varredura ;59;63;3717;2047;1940;88;19;95.66;99.25;69.18
306;Boustrophedon ;56;46;2576;1351;1224;93;34;92.94;97.04;64.68
373;Espiral Crescente ;57;60;3420;1676;1492;143;41;91.25;97.79;57.42
151;Varredura ;38;35;1330;662;604;46;12;92.92;97.89;66.67
320;Boustrophedon ;49;54;2646;1408;1280;102;26;92.62;97.66;60.55
358;Espiral Decrescente ;57;60;3420;1607;1432;125;50;91.97;95.3;67.05
311;Boustrophedon ;54;46;2484;1371;1244;97;30;92.77;98.02;59.92
302;Espiral Crescente ;56;50;2800;1354;1208;106;40;91.93;98.39;57.14
337;Boustrophedon ;54;53;2862;1497;1348;114;35;92.2;98.0;58.19
403;Espiral Crescente ;48;63;3024;1776;1612;129;35;92.59;98.35;55.97
297;Espiral Crescente ;58;47;2726;1308;1188;83;37;93.47;98.42;55.6
271;Varredura ;49;56;2744;1198;1084;98;16;91.71;96.82;66.93
302;Varredura ;58;45;2610;1327;1208;102;17;92.21;98.32;60.7
323;Boustrophedon ;60;47;2820;1421;1292;101;28;92.75;97.5;61.83
511;Varredura ;60;61;3660;2167;2044;99;24;95.38;98.99;62.59
375;Boustrophedon ;51;63;3213;1643;1500;121;22;92.54;97.84;61.87
379;Boustrophedon ;54;56;3024;1679;1516;124;39;92.44;97.13;61.37
278;Boustrophedon ;50;51;2550;1230;1112;80;38;93.29;97.47;61.25
320;Boustrophedon ;60;56;3360;1408;1280;96;32;93.02;97.78;63.35
400;Varredura ;63;60;3780;1788;1600;146;42;91.64;97.41;58.06
429;Boustrophedon ;58;61;3538;1876;1716;120;40;93.46;98.18;61.18
356;Boustrophedon ;53;55;2915;1559;1424;106;29;93.07;97.68;60.67
581;Boustrophedon ;52;60;3120;2417;2324;77;16;96.79;99.58;67.69
347;Varredura ;44;63;2772;1524;1388;114;22;92.41;98.52;61.94
252;Espiral Decrescente ;55;40;2200;1110;1008;75;27;93.07;96.14;70.43
379;Espiral Crescente ;58;59;3422;1650;1516;113;21;93.06;98.03;61.37
299;Varredura ;55;55;3025;1333;1196;117;20;91.09;97.31;62.8
257;Varredura ;51;48;2448;1139;1028;80;31;92.78;97.32;64.05
460;Varredura ;50;53;2650;1926;1840;71;15;96.28;98.95;68.66
348;Boustrophedon ;54;52;2808;1513;1392;95;26;93.61;98.09;62.26
468;Boustrophedon ;63;50;3150;2011;1872;109;30;94.5;98.24;64.61
288;Boustrophedon ;58;46;2668;1269;1152;96;21;92.31;97.48;61.6
365;Varredura ;58;55;3190;1618;1460;115;43;92.7;96.96;56.34
276;Varredura ;55;44;2420;1213;1104;86;23;92.77;96.91;67.22
505;Boustrophedon ;63;63;3969;2145;2020;92;33;95.64;99.14;61.89
336;Boustrophedon ;44;58;2552;1465;1344;91;30;93.66;98.12;59.0
295;Varredura ;56;45;2520;1298;1180;98;20;92.33;96.99;67.54
407;Varredura ;51;62;3162;1764;1628;99;37;94.27;98.09;64.0
287;Varredura ;50;53;2650;1281;1148;102;31;91.84;98.03;57.2
532;Boustrophedon ;56;63;3528;2270;2128;105;37;95.3;98.72;63.66
321;Varredura ;53;50;2650;1394;1284;92;18;93.31;97.01;66.67
214;Varredura ;50;33;1650;937;856;69;12;92.54;97.83;67.17
367;Espiral Crescente ;57;63;3591;1615;1468;129;18;91.92;98.77;57.88
229;Boustrophedon ;43;48;2064;988;916;57;15;94.14;99.39;60.82
257;Boustrophedon ;51;48;2448;1142;1028;91;23;91.87;97.79;60.17
334;Espiral Crescente ;45;59;2655;1462;1336;103;23;92.84;98.26;58.82
253;Varredura ;49;55;2695;1140;1012;106;22;90.52;96.52;60.89
247;Boustrophedon ;53;54;2862;1121;988;100;33;90.81;96.59;61.62
300;Boustrophedon ;41;63;2583;1326;1200;100;26;92.31;96.31;67.54
392;Varredura ;59;53;3127;1742;1568;139;35;91.86;97.08;56.44
381;Boustrophedon ;63;53;3339;1680;1524;132;24;92.03;97.62;63.31
230;Varredura ;47;48;2256;1029;920;87;22;91.36;98.52;55.71
324;Espiral Crescente ;63;49;3087;1460;1296;118;46;91.65;98.25;54.86
381;Boustrophedon ;58;59;3422;1693;1524;129;40;92.2;96.62;65.65
296;Boustrophedon ;51;49;2499;1314;1184;95;35;92.57;96.52;62.8
427;Boustrophedon ;59;56;3304;1842;1708;104;30;94.26;97.99;65.55
302;Boustrophedon ;43;63;2709;1330;1208;91;31;92.99;96.68;64.9
283;Boustrophedon ;59;51;3009;1261;1132;102;27;91.73;96.99;62.36
343;Varredura ;44;63;2772;1497;1372;102;23;93.08;97.95;64.16
457;Boustrophedon ;60;62;3720;1958;1828;103;27;94.67;97.9;67.35
220;Varredura ;54;47;2538;998;880;91;27;90.63;97.46;60.4
292;Varredura ;50;46;2300;1267;1168;77;22;93.82;98.12;61.08
340;Varredura ;58;51;2958;1474;1360;96;18;93.41;97.6;62.33
221;Boustrophedon ;51;42;2142;993;884;77;32;91.99;97.89;60.59
215;Varredura ;49;54;2646;975;860;96;19;89.96;97.84;57.51
430;Boustrophedon ;58;63;3654;1859;1720;113;26;93.84;97.65;64.46
309;Boustrophedon ;47;49;2303;1341;1236;80;25;93.92;97.26;64.42
328;Boustrophedon ;52;51;2652;1457;1312;100;45;92.92;97.97;56.0
290;Espiral Decrescente ;54;54;2916;1304;1160;115;29;90.98;96.13;67.08
274;Boustrophedon ;50;48;2400;1200;1096;79;25;93.28;96.81;63.64
150;Boustrophedon ;32;55;1760;692;600;74;18;89.02;95.58;63.92
354;Boustrophedon ;57;61;3477;1580;1416;121;43;92.13;96.93;63.16
361;Boustrophedon ;54;63;3402;1647;1444;157;46;90.19;96.12;62.29
377;Espiral Crescente ;50;61;3050;1645;1508;116;21;92.86;98.46;58.57
326;Boustrophedon ;62;51;3162;1461;1304;125;32;91.25;95.66;65.26
484;Varredura ;55;63;3465;2080;1936;112;32;94.53;98.7;60.46
263;Espiral Crescente ;46;53;2438;1170;1052;98;20;91.48;98.52;54.19
308;Boustrophedon ;54;44;2376;1340;1232;90;18;93.19;97.65;65.11
241;Boustrophedon ;47;50;2350;1081;964;95;22;91.03;97.18;59.57
309;Espiral Crescente ;63;52;3276;1375;1236;116;23;91.42;98.61;58.53
305;Boustrophedon ;53;50;2650;1347;1220;103;24;92.21;97.4;57.94
344;Varredura ;63;45;2835;1508;1376;105;27;92.91;98.76;60.74
384;Boustrophedon ;53;54;2862;1657;1536;94;27;94.23;98.85;61.11
399;Espiral Crescente ;56;58;3248;1751;1596;120;35;93.01;98.56;54.58
317;Varredura ;53;55;2915;1386;1268;89;29;93.44;98.03;64.04
257;Boustrophedon ;48;59;2832;1146;1028;98;20;91.3;97.57;60.17
365;Varredura ;54;60;3240;1611;1460;118;33;92.52;98.26;62.39
324;Espiral Crescente ;53;53;2809;1425;1296;103;26;92.64;97.44;53.99
271;Boustrophedon ;47;54;2538;1198;1084;92;22;92.18;98.12;60.49
600;Varredura ;58;59;3422;2512;2400;87;25;96.5;99.86;66.77
324;Boustrophedon ;54;51;2754;1438;1296;117;25;91.72;97.4;60.84
280;Boustrophedon ;54;52;2808;1235;1120;94;21;92.26;98.89;57.89
281;Varredura ;49;52;2548;1247;1124;98;25;91.98;97.74;63.0
364;Boustrophedon ;56;54;3024;1592;1456;108;28;93.09;97.73;61.17
258;Varredura ;53;44;2332;1148;1032;84;32;92.47;97.51;58.85
288;Boustrophedon ;57;46;2622;1263;1152;87;24;92.98;97.87;67.74
276;Espiral Crescente ;46;46;2116;1195;1104;70;21;94.04;98.71;57.61
285;Espiral Crescente ;42;61;2562;1281;1140;118;23;90.62;98.27;58.53
259;Espiral Crescente ;54;61;3294;1200;1036;121;43;89.54;97.53;59.14
275;Varredura ;51;52;2652;1227;1100;99;28;91.74;96.4;63.92
341;Boustrophedon ;56;57;3192;1495;1364;101;30;93.11;96.98;65.31
477;Boustrophedon ;63;61;3843;2045;1908;100;37;95.02;98.91;60.67
257;Boustrophedon ;48;62;2976;1181;1028;119;34;89.63;96.58;59.41
361;Boustrophedon ;54;59;3186;1559;1444;95;20;93.83;97.79;70.41
368;Espiral Decrescente ;59;54;3186;1610;1472;104;34;93.4;96.72;68.44
247;Boustrophedon ;49;51;2499;1099;988;83;28;92.25;97.12;62.61
355;Boustrophedon ;60;49;2940;1546;1420;95;31;93.73;98.44;60.3
331;Boustrophedon ;60;50;3000;1460;1324;109;27;92.39;98.16;57.3
307;Boustrophedon ;55;44;2420;1370;1228;112;30;91.64;97.93;61.17
257;Boustrophedon ;49;52;2548;1132;1028;82;22;92.61;97.93;60.65
286;Espiral Crescente ;55;46;2530;1240;1144;84;12;93.16;99.19;65.62
358;Varredura ;56;60;3360;1603;1432;139;32;91.15;96.19;66.4
328;Boustrophedon ;46;60;2760;1431;1312;90;29;93.58;96.69;68.13
278;Varredura ;55;57;3135;1265;1112;125;28;89.89;96.12;59.65
